t,y,u0,u1,c,c2,c3,P,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,2.029749952141750580e-01,7.029824319999999904e-01,-5.796108060000000339e-01,-1.141157899999999947e-01,6.275449690000000080e-01,5.661202199999999518e-01,4.132950690000000149e-01,-6.707296699999999445e-01,-3.008139240000000103e-01,1.830656770000000100e-01,-2.825113770000000080e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,2.404105483276866850e-01,1.737975983999999974e+00,-2.388879090000000094e-01,6.951780680000000379e-01,6.921817940000000169e-01,1.887170940000000074e+00,1.995899625999999927e+00,-3.613484200000000035e-01,2.599401769999999945e-01,2.362424549999999901e-01,3.881326119999999880e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,4.905865674217555483e-01,1.361614692000000071e+00,4.425578840000000125e-01,4.928546039999999739e-01,5.126350570000000051e-01,1.369836392000000069e+00,1.331330659000000027e+00,3.458087229999999845e-01,9.016412399999999827e-02,9.332312199999999447e-02,4.593428099999999903e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,4.131643794179025719e-01,1.079343723000000033e+00,-2.388879090000000094e-01,1.243368650000000047e-01,7.454101900000000003e-02,1.009549832000000036e+00,9.016476770000000363e-01,-3.613484200000000035e-01,-1.683870929999999877e-01,-1.925275290000000028e-01,-3.571438899999999916e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,2.215339544051744269e-01,1.361614692000000071e+00,-1.942502391999999967e+00,-3.670201209999999770e-01,-5.316087659999999548e-01,1.369836392000000069e+00,1.331330659000000027e+00,-1.613605860000000058e+00,-4.113268629999999870e-01,-4.409571649999999843e-01,-6.639249040000000379e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,5.050723458019704681e-01,2.020246953000000012e+00,-1.261056599000000000e+00,-1.141157899999999947e-01,-1.110467446999999996e+00,2.302886201000000188e+00,2.567911205000000141e+00,-1.201097526999999943e+00,-3.008139240000000103e-01,-5.188150630000000207e-01,-4.220053269999999856e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,2.962729715225940752e-01,1.926156629999999925e+00,-1.942502391999999967e+00,-1.147410626999999961e+00,-1.110467446999999996e+00,2.161674984999999882e+00,2.369955962000000138e+00,-1.613605860000000058e+00,-5.580568479999999942e-01,-5.188150630000000207e-01,-9.799811250000000085e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,6.124363313671946640e-01,-1.178824027000000108e+00,-5.796108060000000339e-01,-8.767676580000000053e-01,-8.463478490000000409e-01,-1.017556966999999979e+00,-8.776672650000000298e-01,-6.707296699999999445e-01,-5.404091359999999566e-01,-5.026059659999999596e-01,-7.972982389999999642e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,2.377120100527144175e-01,-4.261014439999999959e-01,-1.601779494999999942e+00,-7.225313519999999601e-01,-5.258632699999999938e-01,-5.107802670000000100e-01,-5.560332209999999664e-01,-1.422084134000000111e+00,-5.145631819999999523e-01,-4.394039279999999992e-01,-7.792268959999999467e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,3.167305526656046810e-01,-6.142820900000000028e-01,-1.261056599000000000e+00,-8.688845440000000364e-01,-8.171413629999999539e-01,-6.533112140000000290e-01,-6.569127059999999574e-01,-1.201097526999999943e+00,-5.393661010000000422e-01,-4.988229390000000207e-01,-8.295779599999999476e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,9.848761755827576403e-01,1.079343723000000033e+00,1.805449470999999972e+00,2.393250003999999986e+00,1.977736431999999933e+00,1.009549832000000036e+00,9.016476770000000363e-01,2.113701579000000219e+00,2.462336627000000000e+00,1.697183652000000098e+00,3.082902095000000120e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
