t,y,u0,u1,c,c2,c3,P,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,3.372639003220306853e-02,1.455705014999999936e+00,1.464726573999999948e+00,2.393250003999999986e+00,2.487649166000000189e+00,1.495210836000000043e+00,1.487375730999999979e+00,1.627531043999999927e+00,2.462336627000000000e+00,2.489394203999999888e+00,2.843908964000000150e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,8.165814848355905375e-02,1.832066307000000061e+00,-1.261056599000000000e+00,5.506613080000000160e-01,-1.882328499999999863e-02,2.023103230999999891e+00,2.179331541999999899e+00,-1.201097526999999943e+00,1.366588109999999912e-01,-2.419170949999999987e-01,-6.302789000000000308e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,1.669528694300751459e-01,2.325308170000000008e-01,1.464726573999999948e+00,6.229196879999999714e-01,4.551801010000000036e-01,7.122109899999999605e-02,-7.369741900000000012e-02,1.627531043999999927e+00,1.970415209999999973e-01,5.075293599999999850e-02,9.319639189999999740e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,7.772772572571438054e-01,-1.367004673000000059e+00,-2.388879090000000094e-01,-1.090433210000000042e+00,-9.638594169999999961e-01,-1.117856522000000075e+00,-9.276459500000000524e-01,-3.613484200000000035e-01,-5.572746800000000222e-01,-5.138207809999999487e-01,-9.376756520000000261e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,2.654476206951918507e-02,1.079343723000000033e+00,1.805449470999999972e+00,6.373713640000000513e-01,5.629081439999999992e-01,1.009549832000000036e+00,9.016476770000000363e-01,2.113701579000000219e+00,2.094199760000000077e-01,1.318304439999999911e-01,1.068043682000000105e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,8.613821844836164754e-01,-9.906433810000000451e-01,-2.388879090000000094e-01,5.930432299999999907e-02,-8.404291539999999561e-01,-9.066995639999999579e-01,-8.166231889999999716e-01,-3.613484200000000035e-01,-2.072207229999999956e-01,-5.018713620000000430e-01,-8.400075599999999587e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,6.652003815657719921e-01,4.435017100000000073e-02,-2.388879090000000094e-01,-6.517181389999999741e-01,-2.773705859999999745e-01,-1.082623159999999973e-01,-2.336384310000000075e-01,-3.613484200000000035e-01,-4.988571359999999788e-01,-3.575469250000000154e-01,-6.119317039999999652e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,4.358429003914228717e-01,1.267524368999999984e+00,-1.261056599000000000e+00,-4.185740999999999767e-02,-1.624606739999999994e-01,1.247101409999999966e+00,1.181786503999999960e+00,-1.201097526999999943e+00,-2.635779189999999939e-01,-3.099910410000000227e-01,-3.829860400000000276e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,8.925554725489748265e-01,-9.906433810000000451e-01,-2.388879090000000094e-01,-6.560536420000000479e-01,-9.819119830000000437e-01,-9.066995639999999579e-01,-8.166231889999999716e-01,-3.613484200000000035e-01,-4.998881709999999923e-01,-5.149749970000000454e-01,-6.151507950000000280e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,7.564206744043224795e-01,-7.083724129999999786e-01,-2.388879090000000094e-01,-1.295405799999999920e-02,-6.091729559999999877e-01,-7.206174939999999696e-01,-7.018889120000000315e-01,-3.613484200000000035e-01,-2.479790530000000048e-01,-4.604243960000000135e-01,-1.376522749999999906e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
