t,y,u0,u1,c,c2,c3,P,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,8.268587490295546960e-01,-5.201917670000000271e-01,1.018349880000000013e-01,-9.925310689999999880e-01,-1.084759953000000055e+00,-5.833654719999999960e-01,-6.083402490000000551e-01,-2.250228900000000171e-02,-5.522774440000000062e-01,-5.186615030000000237e-01,-8.545294509999999955e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,2.899397939143604219e-01,1.643885661000000109e+00,1.018349880000000013e-01,-4.185740999999999767e-02,-8.346011000000000402e-02,1.753878110000000046e+00,1.819521896999999999e+00,-2.250228900000000171e-02,-2.635779189999999939e-01,-2.737368709999999927e-01,-8.448849699999999574e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,1.722116582786440142e-01,-5.201917670000000271e-01,1.018349880000000013e-01,5.651129839999999849e-01,4.336344930000000097e-01,-5.833654719999999960e-01,-6.083402490000000551e-01,-2.250228900000000171e-02,1.485340769999999866e-01,3.518461600000000189e-02,4.071545140000000229e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,7.280727354172781274e-01,-7.083724129999999786e-01,1.018349880000000013e-01,-6.460088449999999982e-01,-7.367043380000000141e-01,-7.206174939999999696e-01,-7.018889120000000315e-01,-2.250228900000000171e-02,-4.974855799999999828e-01,-4.863549189999999967e-01,-5.738481659999999929e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,1.575631282774479502e-01,-8.965530590000000410e-01,7.832807809999999815e-01,4.784029280000000051e-01,1.309822569999999908e+00,-8.473116689999999895e-01,-7.816058359999999983e-01,7.435846149999999488e-01,7.879204700000000394e-02,8.422923359999999748e-01,5.564032859999999969e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,7.631504831646122033e-01,-1.084733704000000021e+00,7.832807809999999815e-01,-6.803871099999999617e-01,-6.848128060000000517e-01,-9.634479959999999732e-01,-8.485975599999999730e-01,7.435846149999999488e-01,-5.055068849999999614e-01,-4.767160100000000233e-01,-5.386466009999999471e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,1.780125265706379023e-01,5.148017860000000390e-01,1.018349880000000013e-01,5.506613080000000160e-01,4.581354099999999929e-02,3.602421849999999925e-01,2.028682079999999943e-01,-2.250228900000000171e-02,1.366588109999999912e-01,-2.081557729999999884e-01,3.954487280000000271e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,7.422698817779240787e-01,-9.906433810000000451e-01,1.018349880000000013e-01,-7.218087680000000450e-01,-3.635530200000000045e-01,-9.066995639999999579e-01,-8.166231889999999716e-01,-2.250228900000000171e-02,-5.144151190000000318e-01,-3.891869279999999875e-01,-6.352457280000000095e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,6.153077345472578452e-01,-4.261014439999999959e-01,1.805449470999999972e+00,-1.574708180000000124e-01,-1.480969350000000129e-01,-5.107802670000000100e-01,-5.560332209999999664e-01,2.113701579000000219e+00,-3.219478720000000238e-01,-3.036151009999999983e-01,1.559678569999999875e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,7.346856767893995555e-01,-1.178824027000000108e+00,-5.796108060000000339e-01,-1.087780831999999975e+00,-1.051200493000000069e+00,-1.017556966999999979e+00,-8.776672650000000298e-01,-6.707296699999999445e-01,-5.572001629999999706e-01,-5.179988890000000179e-01,-9.397312599999999572e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,5.412334868288559697e-02,1.549795338000000022e+00,-5.796108060000000339e-01,4.928546039999999739e-01,5.485444050000000127e-01,1.623224742000000109e+00,1.650060037999999896e+00,-6.707296699999999445e-01,9.016412399999999827e-02,1.207085029999999948e-01,1.271911330000000118e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,4.155104471138236222e-01,-8.024627359999999543e-01,1.018349880000000013e-01,7.375599900000000264e-02,-4.418353970000000186e-01,-7.852843130000000116e-01,-7.434071829999999714e-01,-2.250228900000000171e-02,-1.987671440000000067e-01,-4.149350600000000222e-01,9.157791000000000195e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,6.394203991638868212e-01,1.384404939999999973e-01,4.425578840000000125e-01,-1.147410626999999961e+00,-1.110467446999999996e+00,-1.984033899999999850e-02,-1.560193209999999886e-01,3.458087229999999845e-01,-5.580568479999999942e-01,-5.188150630000000207e-01,-9.799811250000000085e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,3.129948670193569704e-01,-4.261014439999999959e-01,7.832807809999999815e-01,2.977569769999999783e-01,-2.127337609999999934e-01,-5.107802670000000100e-01,-5.560332209999999664e-01,7.435846149999999488e-01,-5.486759799999999659e-02,-3.315517860000000150e-01,3.856939070000000025e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,8.201346389069313902e-02,1.737975983999999974e+00,1.018349880000000013e-01,5.651129839999999849e-01,4.982713180000000186e-01,1.887170940000000074e+00,1.995899625999999927e+00,-2.250228900000000171e-02,1.485340769999999866e-01,8.253675700000000226e-02,4.071545140000000229e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,1.271533822141935298e-02,7.970727539999999944e-01,1.464726573999999948e+00,1.258793433999999989e+00,5.629081439999999992e-01,6.730184299999999453e-01,5.267383839999999484e-01,1.627531043999999927e+00,8.368969710000000450e-01,1.318304439999999911e-01,1.618703363999999922e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,2.230836046658891524e-03,-3.320111210000000201e-01,1.805449470999999972e+00,2.111442321000000177e+00,1.460641829000000058e+00,-4.355556010000000144e-01,-4.998533070000000245e-01,2.113701579000000219e+00,2.000673069999999942e+00,1.017211217999999917e+00,2.759529757000000139e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,1.712225626075353918e-02,4.435017100000000073e-02,1.018349880000000013e-01,1.432213546999999920e+00,1.331368179000000040e+00,-1.082623159999999973e-01,-2.336384310000000075e-01,-2.250228900000000171e-02,1.045217320999999977e+00,8.666335659999999663e-01,1.109501674000000104e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,8.136278669103738093e-01,-1.084733704000000021e+00,4.425578840000000125e-01,-1.147410626999999961e+00,-1.110467446999999996e+00,-9.634479959999999732e-01,-8.485975599999999730e-01,3.458087229999999845e-01,-5.580568479999999942e-01,-5.188150630000000207e-01,-9.799811250000000085e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,2.502391022923304842e-01,-5.201917670000000271e-01,1.805449470999999972e+00,7.529847729999999961e-01,1.008184052000000053e+00,-5.833654719999999960e-01,-6.083402490000000551e-01,2.113701579000000219e+00,3.120705830000000125e-01,5.241664849999999598e-01,1.200709255999999892e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,3.224372971916991126e-01,1.926156629999999925e+00,-2.623948185000000155e+00,-1.147410626999999961e+00,-1.110467446999999996e+00,2.161674984999999882e+00,2.369955962000000138e+00,-1.908254668999999959e+00,-5.580568479999999942e-01,-5.188150630000000207e-01,-9.799811250000000085e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,5.000000000000000000e-01,5.999999999999999778e-01,6.323719877720497262e-01,-1.178824027000000108e+00,-1.942502391999999967e+00,-7.133632869999999571e-01,-9.057403490000000001e-01,-1.017556966999999979e+00,-8.776672650000000298e-01,-1.613605860000000058e+00,-5.126659150000000276e-01,-5.090761999999999787e-01,-8.041930280000000320e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
